Division	Region	Brand	WrittenDate	UnitsSold
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/18/2016	44
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/19/2016	61
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/20/2016	39
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/21/2016	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/22/2016	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/23/2016	38
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/25/2016	199
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/26/2016	84
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/27/2016	56
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/28/2016	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/29/2016	20
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/30/2016	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/1/2016	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/2/2016	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/3/2016	56
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/4/2016	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/5/2016	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/6/2016	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/7/2016	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/8/2016	43
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/9/2016	35
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/10/2016	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/11/2016	35
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/12/2016	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/13/2016	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/14/2016	35
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/15/2016	48
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/16/2016	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/17/2016	62
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/18/2016	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/19/2016	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/20/2016	49
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/21/2016	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/22/2016	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/23/2016	59
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/24/2016	20
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/26/2016	51
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/27/2016	49
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/28/2016	40
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/29/2016	44
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/30/2016	53
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	12/31/2016	52
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/1/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/2/2017	35
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/3/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/4/2017	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/5/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/6/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/7/2017	4
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/8/2017	10
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/9/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/10/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/11/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/12/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/13/2017	43
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/14/2017	51
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/15/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/16/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/17/2017	20
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/18/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/19/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/20/2017	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/21/2017	51
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/22/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/23/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/24/2017	21
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/25/2017	18
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/26/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/27/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/28/2017	60
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/29/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/30/2017	20
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	1/31/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/1/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/2/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/3/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/4/2017	39
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/5/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/6/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/7/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/8/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/9/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/10/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/11/2017	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/12/2017	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/13/2017	17
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/14/2017	15
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/15/2017	20
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/16/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/17/2017	47
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/18/2017	68
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/19/2017	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/20/2017	70
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/21/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/22/2017	42
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/23/2017	64
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/24/2017	81
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/25/2017	78
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/26/2017	53
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/27/2017	47
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	2/28/2017	47
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/1/2017	53
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/2/2017	39
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/3/2017	40
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/4/2017	71
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/5/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/6/2017	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/7/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/8/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/9/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/10/2017	43
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/11/2017	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/12/2017	13
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/13/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/14/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/15/2017	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/16/2017	38
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/17/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/18/2017	47
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/19/2017	21
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/20/2017	38
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/21/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/22/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/23/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/24/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/25/2017	47
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/26/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/27/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/28/2017	16
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/29/2017	21
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/30/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	3/31/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/1/2017	56
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/2/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/3/2017	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/4/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/5/2017	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/6/2017	11
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/7/2017	42
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/8/2017	56
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/9/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/10/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/11/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/12/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/13/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/14/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/15/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/17/2017	43
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/18/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/19/2017	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/20/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/21/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/22/2017	38
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/23/2017	18
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/24/2017	18
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/25/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/26/2017	20
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/27/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/28/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/29/2017	49
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	4/30/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/1/2017	44
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/2/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/3/2017	11
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/4/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/5/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/6/2017	35
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/7/2017	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/8/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/9/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/10/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/11/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/12/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/13/2017	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/14/2017	16
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/15/2017	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/16/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/17/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/18/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/19/2017	43
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/20/2017	50
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/21/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/22/2017	40
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/23/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/24/2017	40
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/25/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/26/2017	40
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/27/2017	66
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/28/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/29/2017	88
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/30/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	5/31/2017	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/1/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/2/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/3/2017	47
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/4/2017	42
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/5/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/6/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/7/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/8/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/9/2017	38
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/10/2017	39
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/11/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/12/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/13/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/14/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/15/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/16/2017	40
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/17/2017	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/18/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/19/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/20/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/21/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/22/2017	18
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/23/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/24/2017	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/25/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/26/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/27/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/28/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/29/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	6/30/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/1/2017	82
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/2/2017	49
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/3/2017	71
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/4/2017	43
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/5/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/6/2017	38
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/7/2017	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/8/2017	49
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/9/2017	38
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/10/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/11/2017	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/12/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/13/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/14/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/15/2017	48
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/16/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/17/2017	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/18/2017	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/19/2017	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/20/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/21/2017	35
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/22/2017	51
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/23/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/24/2017	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/25/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/26/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/27/2017	39
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/28/2017	57
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/29/2017	63
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/30/2017	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	7/31/2017	56
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/1/2017	58
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/2/2017	48
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/3/2017	80
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/4/2017	51
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/5/2017	67
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/6/2017	50
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/7/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/8/2017	44
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/9/2017	39
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/10/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/11/2017	58
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/12/2017	79
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/13/2017	49
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/14/2017	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/15/2017	44
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/16/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/17/2017	48
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/18/2017	55
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/19/2017	59
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/20/2017	35
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/21/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/22/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/23/2017	44
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/24/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/25/2017	40
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/26/2017	68
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/27/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/28/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/29/2017	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/30/2017	38
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	8/31/2017	39
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/1/2017	60
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/2/2017	81
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/3/2017	50
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/4/2017	106
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/5/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/6/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/7/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/8/2017	37
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/9/2017	46
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/10/2017	28
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/11/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/12/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/13/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/14/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/15/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/16/2017	51
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/17/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/18/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/19/2017	24
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/20/2017	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/21/2017	21
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/22/2017	45
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/23/2017	50
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/24/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/25/2017	21
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/26/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/27/2017	22
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/28/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/29/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	9/30/2017	40
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/1/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/2/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/3/2017	27
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/4/2017	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/5/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/6/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/7/2017	56
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/8/2017	32
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/9/2017	41
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/10/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/11/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/12/2017	25
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/13/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/14/2017	44
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/15/2017	36
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/16/2017	22
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/17/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/18/2017	17
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/19/2017	34
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/20/2017	33
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/21/2017	44
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/22/2017	13
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/23/2017	21
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/24/2017	15
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/25/2017	23
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/26/2017	17
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/27/2017	26
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/28/2017	31
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/29/2017	14
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/30/2017	30
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	10/31/2017	29
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/1/2017	20
Mid-Atlantic	Atlantic Coast	HAMPTON & RHODES	11/2/2017	28
